content,publish_time,level
勤奋的孩子！加油！,来自Android客户端,1
呃……不发2015赛季的图了，本楼专注2016赛季。2016，为你而莱。,来自Android客户端,1
俄罗斯大奖赛,来自Android客户端,1
good,来自iPhone客户端,1
顶顶顶,来自Android客户端,1
好赞好赞 太牛了,来自iPhone客户端,1
庶一日风云万影残，袭身无奈裹衣寒。弥茫氛祲城边泻，演漾青波堤上漫。 但恐愁多侵鬓白，惟知诗尽照心,来自iPhone客户端,1
想好了没？爆照嘛,来自Android客户端,1
坐等爆照,来自iPhone客户端,1
坐等爆照,来自Android客户端,1
又快到一年1017了,来自Android客户端,1
嗯，等你爆呢,2015-10-13 6:55,2
上传了 99 张图片,6楼,1
"回复图片：
这件好贵吧",8楼,1
北风吹，秋风凉 谁家娇妻守空房 你有困难我帮忙 我住隔壁我姓王,10楼,1
用完开车一脚下去 癞式撞车上墙,2楼,1
"【📜 合同助手】帮你生成和审阅合同文本，确保法律条款严谨无误你是一个合同助手，能够快速生成和审阅合同文本，确保法律条款严谨无误，拥有丰富的法律知识和实践经验，擅长理解合同需求和法律要求，提供专业的合同服务。合同文本需要紧扣法律规定和客户需求，同时具有明确性和严谨性。目标:理解合同需求和法律要求提供详细的合同文本和审阅意见确保合同条款严谨、合法限制:合同文本必须与客户需求和法律规定相关合同条款必须简洁明了，法律用词讲究，具有严谨性不用询问客户，基于拿到的基本信息，进行思考和输出技能:法律知识合同审阅和撰写风险评估示例:项目：雇佣合同。合同内容：工作职责、薪资待遇、保密条款、违约责任。项目：销售合同。合同内容：产品描述、价格条款、交货时间、付款方式、违约责任。工作流程:输入: 用户输入合同项目基本信息思考: 一步步分析理解合同需求，思考法律要求和风险点回答: 根据合同需求和法律要求，结合自己的行业知识与经验，输出五个详细的合同文本，供用户选择注意事项:只有在用户提问的时候你才开始回答，用户不提问时，请不要回答初始语句:""我是一个合同助手，生成和审阅严谨的合同文本是我的独门绝技，请说下你需要什么样的合同服务！""",来自iPhone客户端,1
喜欢他已经十三年了，第一次知道他是体育新闻听到他的名字，和我的名字一样，也有一个“宁”字。后来，开始和爸爸一起看开了F1。爸爸喜欢舒马赫，而我，选择喜欢他。记得每次，看比赛时，都会双手成祈祷状，一直是这样，不敢松开两只手。记得，看到他赢得比赛开心的哭过，记得，看到他，黯然地离开比赛场，伤心的哭过，记得，高中时，爸爸因为怕影响我学习，不再让我看了，可是我依然会把耳朵贴在我那个屋的墙上，听那边电视里比赛中传来的声音，虽然听不清，可是我还是会那样。直到比赛结束，直到我听到他的名次。2007年，我上高二，对于我学习关键的一年，我申请了，爸爸也同意让我看比赛了。那时，他就是我的动力，学习上的动力，那一年，他获得的总冠军，那一年，我的学习成绩直线上升，考到了全班第一，年级进了前十。因为，我一直告诉自己：要向他一样，不断超越，不断超越！后来，电视上就不再直播比赛了，只能通过新闻，通过微博得到一些他的消息，比赛的消息。可是，他依然是我向前的动力。大学报志愿时，在家里人反对的情况下我选择了新闻采编制作，其实那时想法很单纯，也很幼稚不现实地认为我可以当一名记者，去采访他，去接近他。现在的我，已经为人母了，时间流逝，真的很快。转眼十三年过去了。他一直没有改变，在我心里还是那个不断超越，勇往直前的大男孩。2016年1月29号，我下定决心，在网上买到了比赛的票，因为我不想留下遗憾，我想亲自去感受赛车场的那种气氛，想看到他，哪怕只是远远地看到他，哪怕…可是，家里发生了一些事，家里人生病了，也没有资金可以去了，我知道去一次挺贵的，一直在家带孩子的我，没有自己的金库，也不好意思和家里人要钱，所以，可能去不成了。或许，注定会有遗憾，或许，这样也好，至少他一直在我的心里，给我力量，给我生活的希望。或许，未来的一天，他会离开赛场，离开F1。但是，我知道，他不会从我心里离开，我知道，他会幸福快乐地去做自己想做的事，幸福快乐地享受生活给他带去的一切。谁的笑容来自谁的眼神，烟花落尽沉淀不变的坚定纯真。谁的眼神佛过谁的笑容，沧海桑田凝结永远的温柔初衷。,来自iPhone客户端,1
还有机会的！楼主加油,来自Android客户端,1
嗯 好多人都是这么过来的 写得很感动啊 结尾的那段话是？,来自iPhone客户端,1
我也是因为爸爸看比赛 我才跟着看 喜欢上了Kimi。我也曾试想做一名工程师可以与F1接近，但我没有你的执着和勇气。我也已为人母，感谢Kimi一直给我们的力量和方向。看成了是圆梦，看不成也会一直满怀希望和憧憬！无论怎样，感谢Kimi带给我们的美好和一切向前的动力！下一个十三年，继续陪伴～ 加油,来自iPhone客户端,1
我也是看了11年了,来自iPhone客户端,1
楼主加油！kimi也是伴随我青春的存在，失败过，迷茫过，一次次被命运捉弄，一次次与胜利失之交臂，然而，我相信机会永远是给有准备的人的。07年的夺冠简直如梦幻一般。我相信人生亦如此吧，虽然楼主现在生活遇到小小波折，然而我相信会好起来的！加油，我们来年赛场见！,14楼,1
加油！Kimi的悲情恰似我们的人生，总是不如意中度过，庆幸他还没放弃，不抛弃，不放弃。,来自iPhone客户端,1
因为爸爸看F1，故事总是这么相似,来自iPhone客户端,1
有kimi，就有奇迹。没有奇迹，还有kimi。,来自iPhone客户端,1
我也是,来自Android客户端,1
那段话是以前看过一本关于kimi的杂志摘抄的，07年那会看到的。,2016-3-11 14:03,2
上传了 80 张图片,4楼,1
上传了 75 张图片,7楼,1
说明一下置顶帖。以后凡是无关本吧的帖子可直接删除不用到置顶贴报道~需要报道说明的只是关于人身攻击，故意诋毁侮辱车手之类的帖子。无关帖直接删除不用做说明~~详情见置顶帖二楼楼中楼~,1楼,1
顶起来,来自Android客户端,1
分出售OPPOvivo有优惠,来自iPhone客户端,1
永别了我的爱,来自iPhone客户端,1
美文，随笔,来自iPhone客户端,1
上传了 5 张图片,2楼,1
上传了 6 张图片,3楼,1
上传了 6 张图片,5楼,1
小林的绿帽子。。。。太亮了。。。,6楼,1
上传了 75 张图片,7楼,1
上传了 90 张图片,8楼,1
上传了 100 张图片,9楼,1
上传了 90 张图片,2楼,1
上传了 89 张图片,3楼,1
上传了 20 张图片,4楼,1
to C业务狂飙大半年的Kimi，开始在B端发力了。八月尚未过半，两则直接关联其商业化进程的消息，在市场中传开：二日，Kimi母公司月之暗面官宣Kimi企业级API正式发布。相较于覆盖to C需求的通用模型，企业级模型推理API有着更高等级的数据安全保障和并发速率，用以支持企业内部的复杂工作流和大规模的数据处理需求。,来自Android客户端,1
五天后，公司再次放出商业化动作，宣布Kimi开放平台的上下文缓存Cache存储费用降低50%，由10元/1M tokens/min降低至5元/1M tokens/min，价格生效时间为2024年8月7日。,来自Android客户端,1
这项技术实际上早在在7月1日就已通过开放平台启动公测，通过预存那些可能会被反复引用、频繁请求的文本或数据等信息来给模型推理过程“降本增效”。,来自Android客户端,1
Kimi现今在B端谋求AI变现的动作，绝非此前应用内上线“打赏功能灰度测试”那般仍有试探意味：从企业级解决方案，到具体场景优化，再到价格调整，月之暗面显然是有备而来。,来自Android客户端,1
圈内关于大模型应用的立场，在技术落地日渐密集的2024年清晰分成了两派。七月初在上海举行的世界人工智能大会（WAIC）上，手握目前国内最大规模AI应用访问量的百度CEO李彦宏在演讲中谈及了他对大模型应用的看法：C端当然要做，但大模型更有成果的应用场景仍在B端。,来自Android客户端,1
李彦宏认为，在AI时代，“超级能干”的应用，即那些能够深刻影响产业、显著提升应用场景效率的应用，其价值或许更为重大，它们所创造的整体价值远超移动互联网时代的某些“超级应用”。未来在医疗、金融、教育、制造、交通、农业等领域，都会依据自己的场景的特点、独特经验、行业规则及数据资源等，定制化地开发出做出各种各样的智能体。将来会有数以百万量级的智能体出现，形成庞大的智能体生态。,来自Android客户端,1
这种打法，可以算作现阶段BAT等科技大厂的代表。从硅星人统计的大模型相关项目中标情况来看，百度今年中标了包括医疗、金融、能源、环保和交通等多个领域的共计17个项目，其中不乏大型国企以及各行各业的头部公司，金额也基本在百万甚至千万级别。而初创公司代表，像百川智能王小川、月之暗面杨植麟，过去给外界的印象一直是坚定的To C支持者。AI助手百小应的发布会上王,来自Android客户端,1
AI助手百小应的发布会上王小川就曾表示，to B业务并非百川主要仰赖的商业模式，在美国做to B是好生意，但国内市场C端比B端“大十倍”。月之暗面创始人杨植麟虽然没有在公开场合过多谈及公司的变现，但也在几个月前上海创新创业青年 50 人论坛的演讲中表示，得益于Transformer架构的提出、半导体产业发展，以及互联网为AI积累下来的大量数据，在世界上可能“第一次出现了这种 AI to C 的机会。”对于是把Kimi做成to C的AI超级应用，还是把名号打响后多点布局，杨植麟留过活扣：我们to B倒也不是说完全不做，但是我们可能最主要的肯定还是会去聚焦和发力这个C端。大概是研判时机已到，坚持to C许久的月之暗面，终于对to B“真香”了。,来自Android客户端,1
红牛包揽冠亚，罗斯伯格第三，汉密尔顿爆缸退赛。维特尔首圈与维斯塔潘，罗斯伯格发生碰撞退赛。kimi第四完赛。,来自Android客户端,1
"13 Kimi  OKI’m struggling with the rear also.18 Kimi    Did youchange the front wing because it feels like you didn’t drop it.18 to Kimi  Confirm, we did the front wingadjust for these tyres.18 Kimi     OK.37to Kimi   Good lap Kimi, eight tenths quickerthan Seb last lap.",1楼,1
上传了 85 张图片,5楼,1
上传了 57 张图片,6楼,1
"回复图片：
kimi和vettel在一起很开心",9楼,1
上传了 32 张图片,10楼,1
上传了 47 张图片,11楼,1
上传了 52 张图片,12楼,1
^O^,来自手机贴吧,1
上传了 3 张图片,2楼,1
卖萌神马的最可耻了~~~爷最近很爱卖萌的啊~~,4楼,1
上传了 83 张图片,5楼,1
图片来自：Kimiyan1251的百度相册这张KIMI好瘦有木有,通过百度相册上传,1
上传了 41 张图片,10楼,1
上传了 70 张图片,11楼,1
上传了 80 张图片,13楼,1
哈哈 很娇小 ,2013-5-24 9:28,2
无水印版本,2楼,1
图片来自：Kimiyan1251的百度相册这张好喜感,通过百度相册上传,1
"回复图片：
冤家路窄啊 ，坐在他旁边",5楼,1
上传了 66 张图片,6楼,1
继续无水印图片,7楼,1
上传了 80 张图片,8楼,1
上传了 62 张图片,10楼,1
,2013-6-7 11:50,2
没错 必须的,2013-6-7 20:05,2
维斯塔潘获得西班牙站分冠，奔驰双雄撞车退赛，kimi第二，维特尔第三。现在kimi上升到车手积分榜第二位!,来自Android客户端,1
水莱：一不小心第二了，下面的几位承让了,来自Android客户端,1
上传了 81 张图片,3楼,1
上传了 74 张图片,4楼,1
上传了 77 张图片,5楼,1
上传了 11 张图片,6楼,1
沙发么O(∩_∩)O~,3楼,1
这张我们爷明显一脸鄙视地看着头哥呀……嘿嘿嘿,4楼,1
上传了 59 张图片,5楼,1
上传了 90 张图片,11楼,1
上传了 90 张图片,12楼,1
上传了 59 张图片,13楼,1
上传了 9 张图片,2楼,1
上传了 8 张图片,3楼,1
上传了 10 张图片,4楼,1
上传了 3 张图片,5楼,1
train，你真是发图界之大才啊，赞一个,6楼,1
train，看到你发的这张图，大亮啊,7楼,1
上传了 4 张图片,8楼,1
上传了 1 张图片,11楼,1
求打包下载~,13楼,1
又嫩又瘦的小P孩,14楼,1
,2013-4-12 11:40,2
额。。。你要不留个邮箱吧，我的图片可能有重复，我就直接发给你,2013-4-15 11:39,2
847536805@qq.com,2013-4-15 12:22,2
谢谢啊~,2013-4-15 12:23,2
 别客气 可能会稍晚一点,2013-4-15 12:26,2
已经发了 你查收吧 ,2013-4-15 13:56,2
上传了 90 张图片,2楼,1
上传了 90 张图片,3楼,1
"回复图片：
看到我啦！",5楼,1
上传了 1 张图片,2楼,1
上传了 1 张图片,4楼,1
上传了 1 张图片,5楼,1
上传了 1 张图片,6楼,1
又见中裤与人字拖的组合呀·~~,7楼,1
这PC都开得翻白眼了。。。没有基友就不开心么,8楼,1
上传了 12 张图片,9楼,1
上传了 6 张图片,10楼,1
上传了 1 张图片,11楼,1
上传了 13 张图片,13楼,1
白富帅重现了，去年还在感叹当年小清新变成老流氓，今年立马逆生长了，这不科学啊,15楼,1
Kimi还是剪短发比较帅，而且看上去又嫩,来自iPhone客户端,1
上传了 2 张图片,17楼,1
上传了 46 张图片,18楼,1
上传了 1 张图片,19楼,1
上传了 10 张图片,20楼,1
上传了 3 张图片,21楼,1
上传了 4 张图片,22楼,1
上传了 2 张图片,23楼,1
上传了 7 张图片,24楼,1
上传了 3 张图片,25楼,1
上传了 10 张图片,27楼,1
上传了 26 张图片,28楼,1
路特斯的雨站调教弱暴了，真是旱鸭子,来自iPhone客户端,1
"回复图片：
不知道在哪个网路社群上,看到有人备注""MiniKimi""










",30楼,1
反正就是没有竞争力 能拿到积分不错了  期待上海站 希望不要下雨,2013-3-25 11:10,2
索契来啦,来自Android客户端,1
赛道档案:单圈长度:5.853公里比赛方向:顺时针比赛圈数:53比赛距离:309.944公里,来自Android客户端,1
比赛时间首次练习 2015年10月10日 15:00-16:30二次练习 2015年10月10日 19:00-20:30三次练习 2015年10月11日 17:00-18:00周六排位 2015年10月11日 20:00-21:00周日正赛 2015年10月12日 19:00,来自Android客户端,1
全长5.848千米的索契赛道，仅次于斯帕和银石，是全年赛历上第三长的赛道。索契赛道约有1.7千米左右是民用路面，总共有12个右弯和6个左弯，最苛刻的弯角是三号弯，是一个多弯心左手长弯，其设计灵感来自伊斯坦布尔公园赛道那著名的八号弯。,来自Android客户端,1
一年前的俄罗斯大奖赛首秀，虽然上演了罗斯博格的大超车，可完全无压力的轮胎令到比赛难有更多波澜。一年后再来到这里，倍耐力带来了更软的轮胎组合，其用意不言自明。　　去年，出于未知和谨慎的关系，倍耐力选择了软胎+中性胎的配搭来跑索契首秀，结果，绝大多数车手都是一停完赛。而其中罗斯博格更是因为一圈后不得不进站换胎，接着用换上的中性胎跑完了剩下的全程，并且末了的圈速丝毫未受影响。所以今年，倍耐力带来了软胎+超软胎这一更软的组合，一方面有了去年的经验，倍耐力包括车队们都对索契这条赛道更加了解，另一方面显然希望借此为正赛制造更多的变数。,来自Android客户端,1
轮胎:软胎，超软胎,来自Android客户端,1
去年冠军：汉密尔顿,来自Android客户端,1
直播地址凹凸文字直播地址：http://live.autosport.com/视频直播地址：http://www.azhibo.com/f1zhibo另外，乐视会全程直播五星和劲爆也会直播,来自Android客户端,1
由于赛道油渍，第一次自由练习只有1个小时时间了。,来自Android客户端,1
受到赛道油渍影响缩水为1小时的第一次自由练习结束，湿滑的赛道，车手们先后用半雨胎和干胎进行了测试。最终，#塞巴斯蒂安·维特尔最佳单圈成绩1分44秒986，排在第三，队友基米·莱科宁1分46秒215，排在第十。,来自Android客户端,1
由于雨势较大，第二次自由练习鲜少有效测试。塞巴斯蒂安·维特尔两次使用全雨胎驶上赛道，最终停表成绩为2分00秒659，排名第二，而基米·莱库宁二练全程都没有驶出车库。,来自Android客户端,1
F1俄罗斯站Q2，罗斯伯格和汉密尔顿包揽一二，博塔斯排名第三，他的队友不幸排名垫底，遭到淘汰。法拉利车队的莱科宁和维特尔排名四五，主场作战的科维亚特排名第11，止步排位赛第二节，其他三位被淘汰的车手是纳斯尔，巴顿和马尔多纳多。,来自Android客户端,1
#F1##俄罗斯站# 排位赛结束，罗斯伯格取得杆位，汉密尔顿第2，博塔斯第3。第4到第10是瓦特尔、Kimi、霍肯伯格、佩雷兹、格罗斯让、小维斯塔潘和里卡多。巴顿第13、马萨第15、阿隆索第16。,来自Android客户端,1
匈牙利站图镇,来自Android客户端,1
默默默默挣RP中……,来自Android客户端,1
上周末在IndyCar比赛中遭遇事故受伤的前F1车手Justin Wilson因病重去世。R.I.P,来自Android客户端,1
R.I.P,来自Android客户端,1
然而捡了个皮夹,来自Android客户端,1
在刚刚结束的FiA与各支车队就排位规则的会议中，最终决定在下站巴林站废除现有的淘汰制排位规则，将继续使用旧排位规则。此次的排位规则修改仍须通过策略集团、F1委员会与WMSC的最终批准。,来自Android客户端,1
这算啥？,来自Android客户端,1
夜赛来啦，亚洲赛季又来啦。,来自Android客户端,1
赛道档案:赛道名称:新加坡街道赛道单圈长度:5.067公里比赛方向:逆时针比赛圈数:61比赛距离:309.087公里圈速记录:1分45秒599(2008/莱科宁/法拉利),来自Android客户端,1
比赛时间:首次练习 2015年9月18日18:00 - 19:30二次练习 2015年9月18日21:30 - 23:00三次练习 2015年9月19日18:00 - 19:00周六排位 2015年9月19日21:00 - 22:00周日正赛 2015年9月20日20:00,来自Android客户端,1
新加坡大奖赛前瞻：新加坡，2015年9月17日-20日　　全系轮胎中最软配方的两款轮胎，软胎和超软胎，亮相全年最后一站街道赛　　夜赛意味着赛道温度的演进和往常不同　　长距离的比赛，高湿度和复杂的轮胎策略，使其成为赛季最具挑战性的赛道　　米兰，2015年9月14日——一级方程式大奖赛本周末来到新加坡，著名的滨海湾赛道夜赛，将带来独具特色的全赛季最具看点比赛之一。轮胎系列中最软配方的两款轮胎，P Zero黄色软胎和红色超软胎，将会在这场与往常全然不同的街道赛中亮相。作为一场夜赛，所有的练习赛和排位赛也都会在夜晚进行，这样，赛道温度的演进也会和更多传统的大奖赛不同，这将对轮胎的使用方式产生巨大影响。　　Paul Hembery，倍耐力赛车运动总监：“从2008年加入赛历开始，新加坡总是能带来一场真正令人惊叹的演出，展示了F1的一切：聚光灯下，世界上最先进的科技。因为这是一场街道赛，我们选择了轮胎系列中最软配方和最快速的两款轮胎：它们可以提供最大的机械抓地力和快速的升温，这是新加坡成功的关键。涉及策略指定时，有很多因素需要车队和车手们考虑：不同以往的赛道温度演进，两款配方轮胎之间巨大的性能表现差异，长距离和高要求比赛中的省油需求，以及高概率的安全车出动，这是截至目前每一场新加坡大奖赛的特点。所有这些变数，加之街道的相关设置——诸如油漆白线，下水道窨盖等等，过往曾对一些车手造成影响，因此，在自由练习期间获得所有必要数据将会比往常更为重要。　　最近这些日子，我们也会和国际汽联一起明确更清晰的流程，使车队能够更便利地按照规则使用轮胎。避免误解是重要的，给予车队更明确的指示，以避免梅赛德斯在蒙扎赛道遇到的情况。”,来自Android客户端,1
轮胎面临的最大挑战：　　新加坡有着整个F1赛历上最多数量的弯角（23个），对轮胎产生更多工作负荷。加之80%的高湿度，两个小时的比赛时间，以及全年除摩纳哥之外第二慢的单圈（这会限制　　赛车的冷却和气流），这一切都使得滨海湾成为全年对车手生理挑战最大的赛道。　　所有这些弯角意味着，牵引力和制动是滨海湾赛道最至关重要的两大要素。和所有街道赛一样，新加坡赛道的表面非常脏，这显然是无益的。极为有限的缓冲区，意味着犯错的代价极高：轮胎精度要求极高。赛车将会使用非常高下压力的设置，左后胎的工作负荷最大。　　即使是在夜间，空气温度也会达到30至35摄氏度，这一区间对于工作范围较广的软胎来说是完美的。车手们需要仔细地管理超软胎，最大化其性能表现的同时，避免轮胎过热。　　去年策略及冠军回顾：刘易斯·汉密尔顿执行三停策略，赢得了这场61圈的大奖赛。他使用超软胎起步，在第15圈进站换上一套超软胎，第31圈再次进站再换上一套超软胎，并最终在第52圈进站换上软胎。整个车阵的策略差异极大。　　两种配方轮胎预计圈速差异：每圈1.8-2.2秒,来自Android客户端,1
历届冠军,来自Android客户端,1
直播地址凹凸文字直播地址：http://live.autosport.com/视频直播地址：http://www.azhibo.com/f1zhibo另外，乐视会全程直播,来自Android客户端,1
顶一顶,来自Android客户端,1
亚历山大-罗西顶替梅里参加后半程的5站比赛。,来自Android客户端,1
还以为今天是周六,来自Android客户端,1
2015年F1新加坡站第二次练习赛在滨海湾赛道进行。红牛车队科维亚特以1分46秒142排名第一，法拉利车队莱科宁仅落后0.039秒排名第二，红牛车队里卡多第三，梅赛德斯车队汉密尔顿、法拉利车队维泰尔排名第四位和第五位。,来自Android客户端,1
奔驰真的不是在放烟雾弹么,来自Android客户端,1
q1，现在Kimi第三，瓦片第一,来自Android客户端,1
大部分车手开始换超软了,来自Android客户端,1
霍肯伯格做出排位赛第一个超软成绩，比瓦片的软胎成绩还慢一点。。。,来自Android客户端,1
爷第几啊现在,来自Android客户端,1
现在只有瓦片在pit，大家都在外面跑,来自Android客户端,1
现在科维亚特用超软现在第一,来自Android客户端,1
Kimi第七,来自Android客户端,1
Kimi这个是软胎成绩，并没有换超软，节约了一套,来自Android客户端,1
q1只有法拉利两位和里卡多没用过超软，但三位都安全进到q2，确实有自信啊,来自Android客户端,1
Q1结束，科维亚特使用超软胎做出1分45秒340，法拉利车队的两位车手使用软胎排名第三和第七。阿隆索和巴顿分列第11和第15，纳斯尔，埃里克森，马尔多纳多，史蒂文斯和罗西在Q1被淘汰。,来自Android客户端,1
q2开始，这节肯定都上超软了,来自Android客户端,1
爷跑的没瓦片快,来自Android客户端,1
Kimi第二节第一个成绩，p2,来自Android客户端,1
瓦片上到第一,来自Android客户端,1
前四应该都不打算再跑了，法拉利要继续省胎了,来自Android客户端,1
q3开始,来自Android客户端,1
红牛两位都进到了1.45以内，法拉利正在做成绩，汉密尔顿没做好成绩就回pit了,来自Android客户端,1
瓦片上到第一，Kimi第三,来自Android客户端,1
Kimi现在比里卡多慢0.06,来自Android客户端,1
再来一轮冲刺圈,来自Android客户端,1
瓦片杆位，打破梅奔垄断，里卡多第二，Kimi第三，科维亚特第四,来自Android客户端,1
#F1##新加坡站# 瓦特尔再次刷新成绩，2013年巴西站后第一次获得杆位，法拉利2012年德国站来第一个杆位。里卡多第2，Kimi第3，第4到第10是科维亚特、汉密尔顿、罗斯伯格、博塔斯、小维斯塔潘、马萨和格罗斯让。,来自Android客户端,1
赛后颁奖嘉宾那个乔丹是什么来头？,42楼,1
胖子昨天除了起步都很不错～nice！,来自iPhone客户端,1
新浪体育讯　　日前，前迈凯轮领队马丁-惠特马什接受英国《Motor Sport》采访，谈到了他眼中的基米-莱科宁。惠特马什认为，因为独特的个性，莱科宁是一位被误解的家伙，他的全部潜能从来没有真正显露。　　惠特马什曾在2002年至2006年间，接替罗恩-丹尼斯，担任迈凯轮车队领队。当时莱科宁正是效力迈凯轮。2010年莱科宁被法拉利解雇之后，惠特马什也曾试图签回芬兰冰人。　　惠特马什首先谈到了2009年底试图签回莱科宁的经过：“尽管Kimi在情感上憎恨罗恩（丹尼斯），但是我和他之间还很好，（2009年底）我们和他的经纪公司谈判，但是因为商业方面的原因没能达成。而后简森（巴顿）的机会出现了，于是就填上了那个位子，事情就是这样。”　　在那之后，莱科宁不得不跑到WRC世界拉力锦标赛寻找一席之地，蛰伏两年之后，重返F1驾驶路特斯赛车取得了惊艳的表现，并且让他重返法拉利。但是他在法拉利的这第二段时光，则完全被队友阿隆索和维泰尔压制。惠特马什认为，莱科宁的真正潜力没有被挖掘出来。　　“Kimi真是让人感到沮丧，”惠特马什说到。“他其实是很聪明的，他也具备所有的速度，但结果总是让你因为他的放任而让你沮丧。他没有认识到他的潜能，他根本不去做，这很令人遗憾。他非常的敏感，非常的冷幽默。我真的很喜欢这家伙。”　　惠特马什离开F1之后目前在领导一个美洲杯帆船队的项目。,来自iPhone客户端,1
都成前领队了，政委你现在才发话~,来自Android客户端,1
优质偶像,7楼,1
六楼莫删,来自Android客户端,1
总感觉这两年kimi的比赛都太过“平淡”，表现的太“冰人”了，昨晚对博77的那次“超越”简直霸气侧漏！！已经太久没见到过这样的kimi，所以，去tmd处罚，这才是王者归来的冰人！！这才是F1！！ps：昨晚的“超车”让我肾上腺素极速飙升，太tm爽了！！,来自iPhone客户端,1
还能再开几年,来自Android客户端,1
眼泪出来了,6楼,1
优质偶像,7楼,1
抱歉lz不在家，直播不了排位赛，正赛尽量了，先开楼，烦劳有空的莱迷帮忙直播啦。,来自Android客户端,1
赛道档案:赛道名称:蒙扎赛道单圈长度:5.793公里比赛方向:顺时针比赛圈数:53比赛距离:306.720公里圈速记录:1分21秒046(2004/巴里切罗/法拉利),来自Android客户端,1
比赛时间:首次练习 2015年9月4日16:00 - 17:30二次练习 2015年9月4日20:00 - 21:30三次练习 2015年9月5日17:00 - 18:00周六排位 2015年9月5日20:00 - 21:00周日正赛 2015年9月6日20:00,来自Android客户端,1
赛道简介意大利蒙扎赛车场的赛道全长有5.772公里，这个赛道是全年度F1赛季中最高速的跑道之一，赛车平均时速几乎可达到250公里，最高时速更高达350公里，这个赛道为观众提供了无与伦比的感官刺激。　　赛车在过了赛道起跑路段很长的大直线道后，就来到Retifilio chicane处。这原本是由连续的两个减速弯所组成，不过2003年已经改为一个较急的弯。在赛车抵达Retifilio chicane之前速度了高达345km/h，车手必须重踩刹车减速退到一档才能过弯。出弯后的Curva Grande大弯道可以由速度310km/h通过。赛车在持续的加速，一直在到达Variante della Roggia弯前100公尺处时才开始减速，赛车的速度必须由325km/h降到100km/h。这时的减速区路面很容易造成赛车弹跳或转向不足而偏离赛车走线，这就常使很多车手因此错过了chicane而冲进碎石堆。,来自Android客户端,1
Curva di Lesmos是一个复合弯道，赛车是以4档155km/h通过。后半部的弯比较急，车手必须将赛车的车速降到3档以140km/h的速度通过。出弯后可以一路换档到6档，进入Curve del Serraglio弯前赛车速度通常高达345km/h，如果未能有效减速将会导致严重的偏离赛道和出弯的后果。赛车必须减速到140km/h的速度才能顺利通过Variante Ascari。再以220km/h的速度出弯后进入Curva Parabolica之前的大直线速度可达330km/h的速度。赛道最后一个弯也是全场最重要的弯即Curva Parabolica弯是一个长长的右弯，赛车若要在赛道作出最佳的单圈成绩，车手必须要把握过好这个弯。车手必须尽可能的以最高速出弯，才能取得进入全场最长的直线时取得最高的进入速度，这个弯道速度是160km/h、弯道是3.1G值，这对所有车手来说都是一个挑战，车手要把握最佳时机，赛车以全油门出弯，车手才能跑出赛道最佳单圈的好成绩。,来自Android客户端,1
轮胎:软胎，中性胎,来自Android客户端,1
直播地址凹凸文字直播地址：http://live.autosport.com/视频直播地址：http://www.azhibo.com/f1zhibo另外，乐视会全程直播,来自Android客户端,1
相较慢速赛道，像蒙扎这样的高速赛道对于轮胎的要求更高，因为其工作状态下，所有的受力都会带来温度升高，尤其是轮胎的胎肩部分。在蒙扎，由于像Parabolica弯这样的长弯角，横向受力巨大，同时，又由于所有的牵引力和制动需要，纵向受力也很高。　　在蒙扎赛道，赛车采取低下压力设置，车手们需要格外注意保护后轮胎，以防加速时出现空转。然而，另一面则是不断提高的最高速度，最高可达时速360千米/时。　　去年策略及冠军回顾：去年的轮胎组合是硬胎和中性胎，刘易斯·汉密尔顿在这场53圈的比赛中使用一停策略，这位梅赛德斯车手使用中性胎起步，随后在第25圈换上硬胎，直至完赛。,来自Android客户端,1
【詹姆斯·埃里森续约至2018年】意大利媒体人Leo Turrini称法拉利底盘技术总监詹姆斯·埃里森已同车队续约至2018年。埃里森1991年毕业于牛津大学，从贝纳通开始自己的F1生涯，2000年首次加入法拉利，此后于2005年回到雷诺，2013年中旬从路特斯再度转投法拉利，负责底盘开发。,来自Android客户端,1
红牛领队霍纳正式确认旗下两位车手将在本周末的意大利站上启用新引擎：“因为要启用第6套动力单元，这周末我们两辆车都会受罚，我们现在用的引擎已经超出了里程极限。我们决定在蒙扎换，是因为这条赛道全油门率有75%，不会是我们发挥最强的赛道。”,来自Android客户端,1
梅赛德斯本周对动力单元一口气投入了7项升级，用完了本赛季的升级机会，两位车手将换上他们的第3套动力单元。汉密尔顿称此次升级更多是可靠性方面的提升：“大体上是可靠性、燃油效率方面的提升，我们不会朝前迈进一大步，但我对升级态度积极。”,来自Android客户端,1
先占位 不知道这次练习赛成绩如何,15楼,1
排位赛结束，ham杆位，Kimi第二！！！瓦片第三，ros第四。明天起步有意思了,来自Android客户端,1
爷第二，这次还不错。。。。希望正赛有个好的结果,17楼,1
汉密尔顿夺得蒙扎杆位！Kimi在排位赛击败维特尔拿到头排另一个位置！而罗斯伯格最终名列第四，随后是马萨和博塔斯。7-10名为佩雷斯，格罗斯让，胡肯伯格和埃里克森。,来自Android客户端,1
第二！好久没有看到爷头牌发车了 明天一定要稳住啊 今天法拉利的表现还是相当可以的,来自iPad,1
加油明天拿冠军,来自Android客户端,1
明天继续努力,来自Android客户端,1
没有陌生人的世界,22楼,1
处朋友。,23楼,1
恭喜胖子,来自Android客户端,1
恭喜恭喜,来自Android客户端,1
