content,create_time,ip_location,like_count
说不定是真的,2025-2-19 22:34,,0
哦~,2025-2-19 22:33,,0
哈哈哈,2025-2-19 22:29,,0
它算命不太准[憨笑]说我上辈子敲诈lyq把他害破产了,2025-2-19 22:24,,0
[黑脸]哎呀 原来大家都这么用 哈哈哈哈,2025-2-19 22:10,,0
bb,2025-2-19 22:09,,0
蛙趣,2025-2-19 21:52,,0
[灵机一动],2025-2-19 21:50,,0
这不是咱俩干的事嘛,2025-2-19 21:48,,0
哈哈哈哈哈哈哈哈,2025-2-19 21:48,,0
没有算[泪奔][泪奔][泪奔]我从来没算过[泪奔],2025-2-19 21:46,,0
想笑[捂脸],2025-2-19 21:44,,0
哈哈,2025-2-19 21:39,,0
我也是哈哈哈哈哈,2025-2-19 21:29,,0
[黑脸][黑脸],2025-2-19 21:28,,0
我也是[呲牙],2025-2-19 21:25,,0
这个怎么下载,2025-2-19 21:07,,0
所以有没有什么好的词条指令,2025-2-19 21:03,,0
这么速度哈哈哈[泣不成声],2025-2-19 20:57,,0
我也下载了,2025-2-19 20:53,,0
哈哈哈哈我马上去试试了,2025-2-19 20:45,,0
哈哈哈哈,2025-2-19 20:44,,0
我也是[捂脸],2025-2-19 20:42,,0
解梦也好用，趁梦还热乎着,2025-2-19 20:13,,0
可是每次算出来都不一样[流泪],2025-2-19 20:06,,0
好好好。,2025-2-19 19:57,,0
[泪奔]我也,2025-2-19 19:06,,0
不准,2025-2-19 18:49,,0
哈哈哈同道中人，chatGPT时代我就让它给我算命了,2025-2-19 18:44,,0
[捂脸][捂脸][捂脸],2025-2-19 18:31,,0
哈哈哈哈哈哈哈[泪奔],2025-2-19 17:57,,0
我甚至让他用易经给我改名[捂脸],2025-2-19 17:44,,0
你把我逗笑了[捂脸],2025-2-19 17:23,,0
笑死我了哈哈哈哈哈哈哈哈哈哈,2025-2-19 17:10,,0
啊 哈哈哈哈哈 太搞笑了,2025-2-19 16:52,,0
哈哈哈哈，提示系统繁忙,2025-2-19 16:41,,0
[捂脸][捂脸]相信你是认真的[尬笑],2025-2-19 16:28,,0
[泪奔],2025-2-19 15:29,,0
本来😭哭了，一打开评论你这个瞬间给我逗笑了[捂脸][捂脸]哭笑不得,2025-2-19 15:20,,0
我也去玩一下,2025-2-19 14:32,,0
。。。。。。还可以算几几年买房 买哪里的房 老公开什么车,2025-2-19 14:29,,0
哈哈哈哈哈哈哈，笑死去  我也是,2025-2-19 14:27,,0
哈哈哈哈哈哈我也是让他给我算命，但是没算出来，她不给我算[流泪],2025-2-19 14:24,,0
[尬笑][尬笑][尬笑],2025-2-19 14:20,,0
哈哈哈哈哈哈哈哈，我天天压榨它,2025-2-19 14:14,,0
哈哈哈哈哈,2025-2-19 13:51,,0
[看],2025-2-19 13:18,,0
我经常用它解梦,2025-2-19 13:09,,0
我也算过[呲牙],2025-2-19 12:37,,0
我也是,2025-2-19 12:04,,0
怎么让他算命[捂脸],2025-2-19 11:38,,0
我也是[捂脸],2025-2-19 11:00,,0
我也是[泪奔],2025-2-19 10:55,,0
我天天让他猜测大乐透[泪奔],2025-2-19 10:50,,0
我也是首先算命[捂脸],2025-2-19 10:48,,0
我都因为它给我女儿重新取了个小名[捂脸],2025-2-19 10:07,,0
超级小夸夸,2025-2-19 10:07,,0
算出来了吗[捂脸]我问了一次 服务繁忙,2025-2-19 10:07,,0
我也是哈哈哈哈哈,2025-2-19 9:57,,0
我刚算完[发呆],2025-2-19 9:47,,0
哈哈哈哈哈,2025-2-19 9:46,,0
[大笑][大笑][大笑][大笑],2025-2-19 9:46,,0
别老算命，越算越薄,2025-2-19 9:45,,0
哈哈哈哈哈哈,2025-2-19 9:44,,0
[呲牙],2025-2-19 9:39,,0
哭了 暂停减肥哭一会儿,2025-2-19 9:37,,0
哈哈哈，我也是[捂脸],2025-2-19 9:32,,0
哇塞怎么算啊,2025-2-19 9:24,,0
那为啥我让她算命，她变着法劝我自己努力[捂脸],2025-2-19 8:31,,0
我之前也被它聊哭了,2025-2-19 8:29,,0
[捂脸][捂脸][捂脸]我也是,2025-2-19 7:39,,0
[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],2025-2-19 7:23,,0
[捂脸],2025-2-19 7:17,,0
[泪奔],2025-2-19 7:09,,0
我也是还特准[捂脸],2025-2-19 4:43,,0
噢噢[比心],2025-2-19 0:22,,0
稳住[捂脸],2025-2-19 0:18,,0
deepseek我们老师可能都还没听过[愉快],2025-2-15 0:19,,9241
从第一节课开始全在说 今天早上下小雨还要在操场听校长说deepseek[捂脸],2025-2-15 0:31,,3467
怎么可能，你们那里不通网嘛,2025-2-15 12:57,,6
+1[憨笑],2025-2-15 13:14,,1
应该不至于，已经上央视了,2025-2-15 13:48,,6
校长的演讲稿都是用Deepseek 写的里面还有关于哪吒的内容,2025-2-15 21:53,,15
我们那年过50的化学老师都用上了,2025-2-15 23:16,,5
上学期所有案例都来源于抖音热梗，就一个七万九千八够我说一个学期（营销+客户关系）,2025-2-18 20:43,,1
我服了我们学院因为这个和别的学院合并了，起了个数字智能商务学院[裂开],2025-2-23 10:54,,2
不可能吧，远在西北的我们一开学就要求下载这个软件了,2025-2-28 22:47,,1
[红脸]我们学计算机的，开学deepseek已经被老师应用了[泪奔],2025-3-2 17:37,,1
Ai+年份了,2025-3-5 18:59,,0
受不了,2025-3-23 10:29,,0
[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰],2025-3-22 12:06,,0
我真的是服了，我们学校下星期要学哪吒操[憨笑][赞],2025-3-16 11:32,,2
哪咤操是什么哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2025-3-16 14:35,,1
支持[捂脸],2025-3-16 12:07,,0
我去真实,2025-3-15 22:51,,0
[尬笑][尬笑],2025-3-15 19:22,,0
[赞][赞][憨笑],2025-3-11 21:51,,0
[泣不成声],2025-3-9 17:14,,0
[赞],2025-3-8 18:48,,0
[尬笑][左上],2025-3-9 14:08,,0
都是今年开年就爆火的[流泪][流泪],2025-3-9 11:22,,0
牛帅[尬笑],2025-3-8 11:18,,0
看出来牛帅很喜欢这个DeepSeek,2025-3-9 10:12,,1
而且很多都是英语老师[灵机一动],2025-3-9 0:47,,0
[捂脸],2025-3-1 15:12,,0
[黑脸][黑脸][黑脸]当时听到直接笑喷了,2025-3-1 15:12,,0
已经用上了,2025-3-8 20:06,,0
是的,2025-3-8 19:49,,0
这么强大,2025-3-8 19:00,,0
刚下载[机智],2025-3-8 19:01,,0
广东同款[泪奔],2025-3-8 18:34,,0
[黑脸][黑脸][黑脸],2025-3-1 21:13,,0
笑死了,2025-3-8 16:24,,0
都说呢[捂脸],2025-3-8 16:00,,0
[憨笑],2025-3-8 15:15,,0
是的是的[看],2025-3-8 13:40,,0
坏了，这是真的,2025-3-8 11:22,,0
伍刚：那坨2,2025-3-8 8:43,,0
我老是天天说deepseek,2025-3-7 21:17,,0
哎呦我,2025-3-7 20:17,,0
是的,2025-3-7 18:25,,0
哈哈哈哈哈哈哈,2025-3-6 8:43,,0
[捂脸][捂脸][捂脸],2025-3-5 23:08,,0
yesyes[机智][机智],2025-3-4 22:58,,0
[捂脸],2025-3-4 11:11,,0
[捂脸],2025-3-3 6:41,,0
大学开学第一周 几乎每科老师都会提到deepseek[泪奔],2025-3-2 18:53,,0
哈哈哈哈哈哈哈哈哈哈,2025-3-2 17:10,,0
[捂脸],2025-3-2 13:52,,0
点了,2025-3-2 11:10,,0
是的[你不大行],2025-3-1 23:48,,0
开学典礼好像在给哪吒开学,2025-3-1 23:45,,1
[憨笑]开学仲崇天也说了,2025-3-1 22:42,,0
。[憨笑]那我应该是睡着了,2025-3-1 22:43,,0
还有几个月前的黑神话[看][看][看],2025-3-1 21:52,,0
这个寒假领导让我们每个人必须学,2025-3-1 21:11,,0
周小花你果然在刷抖音[机智],2025-3-1 18:20,,0
哈哈哈哈哈哈哈他要变成一个成熟的男人[看][看],2025-3-1 20:12,,0
谢谢🙏,2025-3-1 19:29,,0
还有春晚的机器人,2025-3-1 18:21,,1
体育老师还说给我们推荐一个软件  我就知道是这个软件[捂脸],2025-3-1 18:17,,0
是的是的[捂脸][捂脸],2025-3-1 18:17,,0
确实[听歌],2025-3-1 18:09,,0
[捂脸][捂脸],2025-3-1 17:51,,0
哈哈哈哈是的,2025-3-1 18:07,,0
对对对 我们也是[酷拽],2025-3-1 15:21,,0
对…,2025-3-1 12:59,,0
我们也是[黑脸],2025-2-28 22:25,,1
[黑脸]两个都中了,2025-2-23 15:47,,1
我们也是[憨笑],2025-2-16 17:44,,1
我们也,2025-2-23 13:15,,1
呵呵哈哈哈,2025-2-23 12:43,,1
lf,2025-2-23 11:49,,1
那很真实了,2025-2-22 21:53,,1
还好我从开学就一直没去上学[憨笑],2025-2-22 19:59,,1
为什么[愉快],2025-2-22 20:13,,1
还有春晚[宕机],2025-2-22 14:01,,1
对对对,2025-2-22 12:28,,1
待我周一一探究竟[黑脸][黑脸],2025-2-21 22:22,,1
原来如此[愉快],2025-2-15 23:37,,1
嗯嗯[还得是我],2025-2-16 8:41,,1
是这样的[憨笑],2025-2-20 23:30,,1
3.春晚机器人🤖,2025-2-18 17:45,,1
还有小米su7,2025-2-18 0:04,,1
这实在是太真实了。。。,2025-2-17 21:29,,1
疑似教育局通知[黑脸],2025-2-17 21:30,,1
我服了啊 我们TT真讲了呀[赞],2025-2-17 22:38,,1
我们也是[黑脸],2025-2-17 22:42,,1
真的搞得我都有点雷了,2025-2-17 13:25,,1
[憨笑][憨笑][憨笑][强壮][强壮],2025-2-16 17:03,,1
[捂脸],2025-2-16 14:01,,1
真的[赞],2025-2-16 13:38,,1
好温馨好真诚[快哭了],2025-2-16 12:54,,1
笑死我了,2025-2-16 1:55,,1
还有春晚机器人[捂脸],2025-2-16 9:01,,1
[赞],2025-2-16 7:58,,1
老王刚说完[愉快],2025-2-16 0:47,,1
mermer[黑脸],2025-2-16 0:16,,1
每节课都有….连数学课都有。,2025-2-15 23:51,,1
为什么不看我艾特[憨笑][OK],2025-2-15 23:45,,1
晨会上就一直在讲哪吒2[黑脸],2025-2-15 17:24,,1
全对上了[憨笑],2025-2-15 18:10,,1
真实,2025-2-15 18:55,,2
这是真的[呲牙][拳头],2025-2-15 22:33,,1
还有一个春晚机器人跳舞[偷笑],2025-2-15 21:43,,1
现在语文课老师全程用AI 自己一点都不准备[捂脸],2025-2-15 21:09,,1
三句不离哪吒,2025-2-15 20:53,,1
[憨笑][憨笑],2025-2-15 20:33,,1
真的是[黑脸]听的我要吐了,2025-2-15 19:44,,1
无敌[黑脸]。,2025-2-15 19:39,,1
[捂脸],2025-2-15 19:12,,1
对[黑脸],2025-2-15 19:05,,1
这是真的[黑脸],2025-2-15 19:04,,1
我们就是要写这两个东西的感想[捂脸],2025-2-15 18:39,,1
还有春晚机器人扭秧歌,2025-2-15 17:44,,1
猴讲的哪吒[调皮],2025-2-15 17:20,,1
包的[黑脸][赞],2025-2-15 17:20,,1
我猜社会老师,2025-2-15 17:17,,1
对咯[黑脸][赞],2025-2-15 17:17,,1
还给犇犇爽写了一篇作文[黑脸],2025-2-15 17:17,,1
天呐,2025-2-15 16:17,,1
题已经要坐吐了[比心],2025-2-15 14:43,,1
[赞],2025-2-16 7:58,,1
笑死我了,2025-2-16 1:55,,1
哈哈哈哈哈哈，我太聪明了演讲选了哪吒[看],2025-2-16 1:35,,1
[赞],2025-2-16 1:34,,1
老王刚说完[愉快],2025-2-16 0:47,,1
对对对 我现在也有用 上次说完回答我服务器繁忙[黑脸][黑脸][黑脸],2025-2-16 0:21,,1
mermer[黑脸],2025-2-16 0:16,,1
[赞],2025-2-16 0:03,,1
我靠这个deepseek的语言[流泪][流泪],2025-2-15 23:52,,1
每节课都有….连数学课都有。,2025-2-15 23:51,,1
为什么不看我艾特[憨笑][OK],2025-2-15 23:45,,1
原来如此[愉快],2025-2-15 23:37,,1
老师老师你先讲 我先睡一会儿[月亮][月亮][月亮],2025-2-15 23:28,,1
[憨笑],2025-2-15 23:27,,1
我也没听过[黑脸],2025-2-15 23:18,,1
我都懒得说,2025-2-15 23:16,,1
,2025-2-15 23:10,,1
我们的也是,2025-2-15 23:04,,1
[憨笑][强壮]呵呵呵,2025-2-15 22:56,,1
笑死我了[黑脸],2025-2-15 22:42,,1
这是真的[呲牙][拳头],2025-2-15 22:33,,1
周四可晒了当时,2025-2-15 22:11,,1
周四开了一个小时。。耳朵起茧了,2025-2-15 22:11,,1
下次直接报wcy身份证,2025-2-15 22:02,,1
还有一个春晚机器人跳舞[偷笑],2025-2-15 21:43,,1
笑死了，结果我还真有这个软件[捂脸],2025-2-15 21:39,,1
一个没谈,2025-2-15 21:33,,1
哈哈哈哈是的你正在被视奸[调皮],2025-2-15 21:31,,1
[捂脸],2025-2-15 21:29,,1
我们也是,2025-2-15 21:10,,1
现在语文课老师全程用AI 自己一点都不准备[捂脸],2025-2-15 21:09,,1
不过这个博主说的挺好的,2025-2-15 21:01,,1
[捂脸]deepseek我也了解一下,2025-2-15 21:00,,1
三句不离哪吒,2025-2-15 20:53,,1
支持[尬笑],2025-2-15 20:49,,1
别说老师了，我都在讨论,2025-2-15 20:39,,1
[憨笑][憨笑],2025-2-15 20:33,,1
真的是[黑脸]听的我要吐了,2025-2-15 19:44,,1
无敌[黑脸]。,2025-2-15 19:39,,1
共鸣,2025-2-15 19:38,,1
[捂脸],2025-2-15 19:12,,1
对[黑脸],2025-2-15 19:05,,1
这是真的[黑脸],2025-2-15 19:04,,1
没有 我们老师没有讲deepseek 我知道这个软件 我表姨和我说的 她说是湛江的一个人开发的 好厉害！！！[爱心][爱心][爱心],2025-2-15 18:54,,1
点了哈[憨笑][赞][鼓掌],2025-2-15 18:51,,1
我们就是要写这两个东西的感想[捂脸],2025-2-15 18:39,,1
真的,2025-2-15 18:16,,1
全对上了[憨笑],2025-2-15 18:10,,1
素的,2025-2-15 18:05,,1
还有春晚机器人扭秧歌,2025-2-15 17:44,,1
,2025-2-15 17:30,,1
晨会上就一直在讲哪吒2[黑脸],2025-2-15 17:24,,1
猴讲的哪吒[调皮],2025-2-15 17:20,,1
包的[黑脸][赞],2025-2-15 17:20,,1
还给犇犇爽写了一篇作文[黑脸],2025-2-15 17:17,,1
对咯[黑脸][赞],2025-2-15 17:17,,1
我猜社会老师,2025-2-15 17:17,,1
还真是这样,2025-2-15 17:08,,1
蛙趣真的[色],2025-2-15 17:01,,1
我哩个豆,2025-2-15 17:00,,1
天呐,2025-2-15 16:17,,1
[泪奔][泪奔]还真是,2025-2-15 15:34,,1
哈哈哈哈哈哈哈哈哈第一天都这样，不用上课了都[呲牙],2025-2-15 15:24,,1
是的[黑脸],2025-2-15 15:20,,1
[黑脸]？,2025-2-15 15:00,,1
就是[捂脸],2025-2-15 14:52,,1
开学一天已经完蛋[捂脸][捂脸],2025-2-15 14:48,,1
你没认真看吧[微笑][比心] ppt里面就有deepseek,2025-2-15 14:45,,1
啊[黑脸]我们好像只讲了哪吒,2025-2-15 14:44,,1
题已经要坐吐了[比心],2025-2-15 14:43,,1
妈呀，一模一样哈,2025-2-15 14:03,,1
我不要[流泪],2025-2-15 13:39,,1
政治老师说了deepseek，英语老师哪吒2,2025-2-15 13:33,,1
+1[憨笑],2025-2-15 13:14,,1
我嘞个为啥昨天之前没刷到[捂脸],2025-2-15 13:14,,1
[憨笑][赞],2025-2-15 12:55,,1
我滴妈，两个都说了[憨笑],2025-2-15 11:42,,1
老师天天说这个东西,2025-2-15 11:17,,1
666全提了[憨笑][赞],2025-2-15 10:14,,1
我超 真实了[捂脸][捂脸][捂脸][捂脸][憨笑],2025-2-15 9:45,,1
。,2025-2-15 9:13,,1
一样不少[赞],2025-2-15 9:13,,1
真的 昨天我们40多岁的英语老师就提到了 [发呆],2025-2-15 9:09,,1
哇塞[捂脸],2025-2-15 9:02,,1
哈哈哈哈,2025-2-15 8:58,,1
[黑脸],2025-2-15 8:33,,1
真的。。。,2025-2-15 8:01,,1
你就理解理解更年期的人吧[流泪]你老师还挺厉害的看娜扎,2025-2-15 0:13,,1
受不了,2025-3-23 10:29,,0
[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰],2025-3-22 12:06,,0
支持[捂脸],2025-3-16 12:07,,0
我去真实,2025-3-15 22:51,,0
[尬笑][尬笑],2025-3-15 19:22,,0
共鸣[憨笑],2025-3-15 15:40,,0
我老师也是,2025-3-13 13:50,,0
[赞][赞][憨笑],2025-3-11 21:51,,0
啊啊啊啊啊这视频给我说哭了,2025-3-9 23:38,,0
[尬笑][尬笑],2025-3-9 23:36,,0
真实[我想静静],2025-3-9 19:36,,0
[泣不成声],2025-3-9 17:14,,0
[尬笑][左上],2025-3-9 14:08,,0
都是今年开年就爆火的[流泪][流泪],2025-3-9 11:22,,0
而且很多都是英语老师[灵机一动],2025-3-9 0:47,,0
上次我爸爸给我看那个春晚机器人都跳舞，他说什么现在AI很高级了,2025-3-8 21:07,,0
天天说吗？,2025-3-8 21:07,,0
已经用上了,2025-3-8 20:06,,0
是的,2025-3-8 19:49,,0
刚下载[机智],2025-3-8 19:01,,0
这么强大,2025-3-8 19:00,,0
[赞],2025-3-8 18:48,,0
广东同款[泪奔],2025-3-8 18:34,,0
,2025-3-8 17:58,,0
笑死了,2025-3-8 16:24,,0
都说呢[捂脸],2025-3-8 16:00,,0
[憨笑],2025-3-8 15:15,,0
是的是的[看],2025-3-8 13:40,,0
高辉,2025-3-8 12:51,,0
坏了，这是真的,2025-3-8 11:22,,0
牛帅[尬笑],2025-3-8 11:18,,0
伍刚：那坨2,2025-3-8 8:43,,0
太子老师最喜欢的软件deepseek,2025-3-7 23:49,,0
我老是天天说deepseek,2025-3-7 21:17,,0
哎呦我,2025-3-7 20:17,,0
是的,2025-3-7 18:25,,0
哈哈哈哈哈哈哈,2025-3-6 8:43,,0
[捂脸][捂脸][捂脸],2025-3-5 23:08,,0
Ai+年份了,2025-3-5 18:59,,0
yesyes[机智][机智],2025-3-4 22:58,,0
[捂脸],2025-3-4 18:28,,0
[捂脸],2025-3-4 11:11,,0
吐了,2025-3-3 23:53,,0
明天开学还没见到老师[黑脸][赞],2025-3-3 14:40,,0
[捂脸],2025-3-3 6:41,,0
眼睛里跳动的火焰，牛[爱心],2025-3-3 6:16,,0
我们也是[发呆],2025-3-2 22:09,,0
我都上了一个星期早八了[呲牙],2025-3-2 21:33,,0
明天开始早八[流泪],2025-3-2 21:17,,0
。[赞][赞],2025-3-2 19:45,,0
真的，感觉每个老师都提过,2025-3-2 19:34,,0
大学开学第一周 几乎每科老师都会提到deepseek[泪奔],2025-3-2 18:53,,0
哈哈哈哈哈哈哈哈哈哈,2025-3-2 17:10,,0
[捂脸],2025-3-2 13:52,,0
哈哈哈哈,2025-3-2 11:41,,0
点了,2025-3-2 11:10,,0
我们登校那天这两个加机器人[捂脸],2025-3-2 6:20,,0
是的[你不大行],2025-3-1 23:48,,0
[黑脸][比心],2025-3-1 23:44,,0
是真的是这样[捂脸],2025-3-1 23:09,,0
。[憨笑]那我应该是睡着了,2025-3-1 22:43,,0
[憨笑]开学仲崇天也说了,2025-3-1 22:42,,0
还有几个月前的黑神话[看][看][看],2025-3-1 21:52,,0
[黑脸][黑脸][黑脸],2025-3-1 21:13,,0
这个寒假领导让我们每个人必须学,2025-3-1 21:11,,0
真是[泪奔],2025-3-1 20:45,,0
哈哈哈哈哈哈哈他要变成一个成熟的男人[看][看],2025-3-1 20:12,,0
这种ai真的很好用,2025-3-1 20:09,,0
砸们历史老师是代言人[小鼓掌],2025-3-1 19:37,,0
谢谢🙏,2025-3-1 19:29,,0
我们没说[OK],2025-3-1 18:33,,0
周小花你果然在刷抖音[机智],2025-3-1 18:20,,0
体育老师还说给我们推荐一个软件  我就知道是这个软件[捂脸],2025-3-1 18:17,,0
是的是的[捂脸][捂脸],2025-3-1 18:17,,0
确实[听歌],2025-3-1 18:09,,0
哈哈哈哈是的,2025-3-1 18:07,,0
[捂脸][捂脸],2025-3-1 17:51,,0
[黑脸],2025-3-1 17:43,,0
[憨笑][憨笑],2025-3-1 17:38,,0
对对对 我们也是[酷拽],2025-3-1 15:21,,0
[黑脸][黑脸][黑脸]当时听到直接笑喷了,2025-3-1 15:12,,0
[捂脸],2025-3-1 15:12,,0
是啊是啊[赞][赞][赞],2025-3-1 15:04,,0
对…,2025-3-1 12:59,,0
是啊,2025-3-1 9:44,,0
我们也是里[干饭人],2025-3-1 7:05,,0
我师也是，要不是我老师说deepseek我都不知道,2025-3-1 1:11,,0
是的是的,2025-3-1 0:08,,0
[憨笑][憨笑],2025-2-28 23:51,,0
包说了,2025-2-28 23:37,,0
[流泪][流泪][流泪],2025-2-28 23:15,,0
1,2025-2-28 23:10,,0
大领导全都在说哪吒[憨笑][憨笑],2025-2-28 23:08,,0
用哪吒2PPT模板讲deepseek[憨笑][憨笑][憨笑],2025-2-28 22:39,,0
哈哈哈，我们没有,2025-2-28 22:37,,0
[憨笑][憨笑][赞],2025-2-28 22:36,,0
她是个紧跟潮流的人,2025-2-28 22:07,,0
笑死我了是的,2025-2-28 22:07,,0
培训都是[流泪],2025-2-28 21:29,,0
我们也是，上了一周课，每节课都有老师说deepseek,2025-2-28 20:28,,0
[捂脸][捂脸][捂脸]对对对，这两个周一直在说,2025-2-28 19:49,,0
是真的,2025-2-28 19:25,,0
今天批评我，说前面没做过，不知道粘贴复制，不知道DeepSeek嘛[黑脸][黑脸][黑脸],2025-2-28 18:44,,0
是的。。。,2025-2-28 18:14,,0
啊嘞我们老师落伍！[尬笑][尬笑][尬笑],2025-2-28 17:00,,0
太真实了。,2025-2-28 16:41,,0
还有机器人跳舞,2025-2-28 13:29,,0
我们也是,2025-2-28 13:23,,0
[赞],2025-2-28 13:18,,0
点了[尬笑],2025-2-28 0:12,,0
不至于 你们那里没通网吗,2025-2-27 23:56,,0
点了点了 这是真事[憨笑],2025-2-27 21:58,,0
我一个教中华优秀传统文化的男老师说自己英语是全校第一好但是deepseek的seek读成了seik，当然他也提到哪吒了，说一个吐槽哪吒的在打女拳，还是个gay子，buff叠满了[尬笑],2025-2-27 18:33,,0
哈哈哈哈哈,2025-2-27 13:03,,0
[泪奔][泪奔][泪奔],2025-2-27 12:32,,0
[捂脸][捂脸][捂脸],2025-2-27 3:49,,0
这个是真的,2025-2-26 23:48,,0
你去试了吗？,2025-2-26 23:39,,0
就是，尤其是李双[憨笑],2025-2-26 23:03,,0
点了,2025-2-26 23:01,,0
[捂脸][捂脸],2025-2-26 21:59,,0
我今天上课也是[黑脸],2025-2-26 21:30,,0
这是真的，老师突然都开始说deepseek了[憨笑],2025-2-26 18:27,,0
都说过[听歌],2025-2-26 14:58,,0
开学校领导已经讲过了[捂脸][捂脸],2025-2-26 12:52,,0
哈哈哈真的是这样哎 现在上了这几节课老师都在讲deepseek,2025-2-26 8:49,,0
怎么做到的,2025-2-26 1:10,,0
天呐[泣不成声]这样我也想去找他聊了,2025-2-26 0:38,,0
还有春晚跳舞机器人。。[不失礼貌的微笑],2025-2-25 22:54,,0
我们今天也说了还有春晚机器人[黑脸],2025-2-25 22:52,,0
有吗[泪奔][泪奔],2025-2-25 22:26,,0
mermer,2025-2-25 22:26,,0
上楼梯了没有说,2025-2-25 21:44,,0
哈哈哈哈哈[泪奔][泪奔],2025-2-25 20:03,,0
[憨笑],2025-2-25 9:15,,0
俺也是[捂脸],2025-2-25 8:53,,0
deepseek的回答碾压豆包,2025-2-24 22:00,,0
[捂脸],2025-2-24 21:56,,0
妈呀，昨天刚开完班会，就说了这两个[泪奔],2025-2-24 20:02,,0
我的老师也是！！！！,2025-2-24 19:59,,0
,2025-2-24 18:33,,0
确实哈哈哈哈哈我今天已经说了,2025-2-24 12:53,,0
他们会怎么谈哇[捂脸],2025-2-24 11:16,,0
你什么鬼[黑脸],2025-2-24 5:55,,0
虽然我家娃他们没看过，但是就一周上学的时间，周末回来给我讲了好多哪吒的细节[捂脸]，让我都怀疑到他是在哪里看过了。[尬笑],2025-2-23 23:50,,0
还有春晚机器人[捂脸],2025-2-23 22:50,,0
我们也是,2025-2-23 17:36,,0
哈哈哈哈哈哈哈哈,2025-2-23 17:09,,0
[捂脸],2025-2-23 15:24,,0
真服了[打脸],2025-2-23 13:41,,0
是的是的,2025-2-23 13:39,,0
讲了没[看],2025-2-23 13:29,,0
还有那个花棉袄机器人[黑脸],2025-2-23 12:55,,0
嗯呢,2025-2-23 12:51,,0
原来是这个视频 上周我刷到了,2025-2-23 12:51,,0
[赞][赞][赞],2025-2-23 10:50,,0
[捂脸][捂脸][捂脸],2025-2-23 10:18,,0
笔杆子还是偷懒了,2025-2-23 1:38,,0
哈哈哈哈哈,2025-2-23 1:23,,0
开学典礼的时候说了吗  我完全没听到[捂脸],2025-2-23 0:10,,0
真的是 我的实训课老师还有毛概老师都提到了,2025-2-23 0:03,,0
点了，我还是因为老师才知道deep seek的[捂脸],2025-2-22 23:31,,0
是哈,2025-2-22 23:28,,0
还有春晚机器人[比心],2025-2-22 23:24,,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2025-2-22 23:22,,0
我操，真实了,2025-2-22 23:20,,0
[看],2025-2-22 23:01,,0
嘤嘤嘤,2025-2-22 22:59,,0
要不是ip不一样，都怀疑是同一个学校了[捂脸],2025-2-22 22:58,,0
我也是,2025-2-22 22:49,,0
[呲牙][呲牙][呲牙]升旗仪式开学典礼经典发言,2025-2-22 22:33,,0
[大笑][大笑],2025-2-22 22:30,,0
[憨笑][憨笑][憨笑],2025-2-22 22:15,,0
[流泪][流泪][流泪]这文采好羡慕，[流泪][流泪],2025-2-22 22:10,,0
一样[流泪],2025-2-22 22:09,,0
小云本云,2025-2-22 22:06,,0
。枪毙名单吗[捂脸],2025-2-22 21:48,,0
,2025-2-22 21:48,,0
点了[比心],2025-2-22 21:36,,0
题上全是[捂脸][尬笑],2025-2-22 21:22,,0
额....那个电影我没看没兴趣  那个ai看别人用但不感兴趣没下,2025-2-22 21:18,,0
让他锐评你朋友圈,2025-2-22 21:05,,0
没错[流泪],2025-2-22 20:48,,0
这周说了几次,2025-2-22 20:42,,0
除了ch还有谁给我们将这些[流泪],2025-2-22 20:32,,0
觅食王可真是全面[捂脸],2025-2-22 20:24,,0
是这样的,2025-2-22 20:10,,0
[赞],2025-2-22 20:07,,0
?[666][666][666],2025-2-22 19:51,,0
666,2025-2-22 19:48,,0
政治老师标配,2025-2-22 19:46,,0
[憨笑],2025-2-22 19:45,,0
真的[黑脸][黑脸][黑脸][黑脸][黑脸]我们学笑也是,2025-2-22 19:35,,0
牛逼[尬笑],2025-2-22 19:29,,0
笑死我了,2025-2-22 19:15,,0
[流泪]不减了,2025-2-22 18:58,,0
我们没说,2025-2-22 18:54,,0
中肯的，正确的[捂脸],2025-2-22 18:54,,0
包的,2025-2-22 18:53,,0
还有跳舞机器人,2025-2-22 18:50,,0
我们没讲哪吒二吧[流泪],2025-2-22 18:48,,0
[流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪],2025-2-22 18:47,,0
噗[捂脸][捂脸],2025-2-22 18:22,,0
还真是,2025-2-22 18:20,,0
开学典礼必提[憨笑],2025-2-22 18:18,,0
没有,2025-2-22 18:01,,0
嗯对[捂脸],2025-2-22 18:01,,0
[憨笑][赞],2025-2-22 17:59,,0
[流泪]哈哈哈那我们还好了,2025-2-22 17:53,,0
英语老师[黑脸],2025-2-22 17:49,,0
[捂脸],2025-2-22 17:11,,0
,2025-2-22 17:05,,0
胡老师以为自己很潮流呢,2025-2-22 17:01,,0
没有好像就讲了哪吒,2025-2-22 17:00,,0
你们还讲了deepseek？,2025-2-22 16:58,,0
